id,slug,name,version,japanese_name,voice_actor,release_date,birthday,height_cm,three_sizes,rarity,image,base_speed_1,base_stamina_1,base_power_1,base_guts_1,base_wit_1,base_speed_5,base_stamina_5,base_power_5,base_guts_5,base_wit_5,bonus_speed,bonus_stamina,bonus_power,bonus_guts,bonus_wit,turf,dirt,short,mile,medium,long,front,pace,late,end,description,unique_skill_ids,innate_skill_ids,event_skill_ids,awakening_lvl2_skill_id,awakening_lvl2_highlight,awakening_lvl2_items,awakening_lvl3_skill_id,awakening_lvl3_highlight,awakening_lvl3_items,awakening_lvl4_skill_id,awakening_lvl4_highlight,awakening_lvl4_items,awakening_lvl5_skill_id,awakening_lvl5_highlight,awakening_lvl5_items,card_id,char_id,gametora_url_name
27,seiun-sky-blue-cloud-thumbing,Seiun Sky,Blue Cloud Thumbing,セイウンスカイ,Akari Kitou,2025-09-07,April 26,155 cm,77 - 55 - 80,3,seiun-sky-blue-cloud-thumbing.png,98,98,88,83,83,120,120,108,101,101,0,10,0,0,20,A,G,G,C,A,A,A,B,D,E,Seiun Sky — Blue Cloud Thumbing.,angling_and_scheming,hesitant_pace_chasers|keeping_the_lead|fast_paced,subdued_late_surgers|deep_breaths|front_runner_straightaways_o|shake_it_out|highlander|steadfast|hesitant_late_surgers|fast_paced,front_runner_savvy_o,no,medium_racing_shoes,vanguard_spirit,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|kikuka_sho_winner_s_sash,tail_held_high,no,medium_racing_shoes|satsuki_sho_winner_s_sash|tenno_sho_spring_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|dream_glimmer,escape_artist,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|tenno_sho_spring_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|dream_glimmer,102001,1020,102001-seiun-sky
28,biwa-hayahide-pf-victory-formula,Biwa Hayahide,pf.Victory Formula...,ビワハヤヒデ,Yui Kondou,2025-07-10,March 10,171 cm,93 - 61 - 88,3,biwa-hayahide-pf-victory-formula.png,85,93,82,93,97,104,114,101,114,117,0,0,0,10,20,A,F,F,C,A,A,E,A,B,E,Biwa Hayahide — pf.Victory Formula....,win_q_e_d,wet_conditions_o|deep_breaths|stamina_to_spare,hanshin_racecourse_o|straightaway_acceleration|prepared_to_pass,outer_post_proficiency_o,no,medium_racing_shoes,calm_and_collected,yes,medium_racing_shoes|takarazuka_kinen_winner_s_sash|tenno_sho_spring_winner_s_sash,frenzied_end_closers,no,medium_racing_shoes|takarazuka_kinen_winner_s_sash|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash|japanese_derby_winner_s_sash|dream_glimmer,cooldown,yes,medium_racing_shoes|takarazuka_kinen_winner_s_sash|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash|japanese_derby_winner_s_sash|dream_glimmer,102301,1023,102301-biwa-hayahide
29,mayano-top-gun-scramble-zone,Mayano Top Gun,Scramble ☆ Zone,マヤノトップガン,Mio Hoshitani,2025-06-26,March 24,143 cm,75 - 51 - 73,2,mayano-top-gun-scramble-zone.png,73,100,67,95,90,94,130,86,123,117,0,20,0,10,0,A,E,D,D,A,A,A,A,B,B,Mayano Top Gun — Scramble ☆ Zone.,1st_place_kiss|flashy_landing,straightaway_recovery|leader_s_pride|deep_breaths,straightaway_adept|final_push|head_on|slick_surge|straightaway_spurt,nimble_navigator,no,long_racing_shoes,breath_of_fresh_air,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash,go_with_the_flow,no,long_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,no_stopping_me,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,102401,1024,102401-mayano-top-gun
30,mayano-top-gun-sunlight-bouquet,Mayano Top Gun,Sunlight Bouquet,マヤノトップガン,Mio Hoshitani,2025-08-28,March 24,143 cm,75 - 51 - 73,3,mayano-top-gun-sunlight-bouquet.png,83,100,82,90,95,102,123,100,110,115,10,10,0,0,10,A,E,D,D,A,A,A,A,B,B,Mayano Top Gun — Sunlight Bouquet.,flowery_maneuver,corner_recovery_o|shrewd_step|murmur,straightaway_adept|pace_strategy|straightaway_acceleration|final_push|head_on|slick_surge|straightaway_spurt,focus,no,long_racing_shoes,mystifying_murmur,yes,long_racing_shoes|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash,corner_adept_o,no,long_racing_shoes|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,swinging_maestro,yes,long_racing_shoes|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,102402,1024,102402-mayano-top-gun
31,mihono-bourbon-mb-19890425,Mihono Bourbon,MB-19890425,ミホノブルボン,Ikumi Hasegawa,2025-07-02,April 25,160 cm,86 - 54 - 87,3,mihono-bourbon-mb-19890425.png,96,72,92,102,88,117,88,112,124,109,0,20,10,0,0,A,G,C,B,A,B,A,E,G,G,Mihono Bourbon — MB-19890425.,g00_1st_f,rainy_days_o|early_lead|rosy_outlook,wet_conditions_o|final_push|straightaway_acceleration,front_runner_straightaways_o,no,medium_racing_shoes,taking_the_lead,yes,medium_racing_shoes|asahi_hai_f_s_winner_s_sash|satsuki_sho_winner_s_sash,front_runner_corners_o,no,medium_racing_shoes|asahi_hai_f_s_winner_s_sash|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|dream_glimmer,trackblazer,yes,medium_racing_shoes|asahi_hai_f_s_winner_s_sash|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|dream_glimmer,102601,1026,102601-mihono-bourbon
32,mejiro-ryan-straight-line,Mejiro Ryan,Straight Line,メジロライアン,Afumi Hashi,2025-06-26,April 11,163 cm,87 - 57 - 86,1,mejiro-ryan-straight-line.png,87,66,95,71,81,120,91,130,98,111,0,0,20,0,10,A,G,E,C,A,B,F,A,A,F,Mejiro Ryan — Straight Line.,feel_the_burn|let_s_pump_some_iron,rainy_days_o|up_tempo|outer_swell,wet_conditions_o|slick_surge,pace_strategy,no,medium_racing_shoes,killer_tunes,yes,medium_racing_shoes|takarazuka_kinen_winner_s_sash|arima_kinen_winner_s_sash,medium_straightaways_o,no,medium_racing_shoes|satsuki_sho_winner_s_sash|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,rising_dragon,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,102701,1027,102701-mejiro-ryan
33,hishi-akebono-bono-alla-moda,Hishi Akebono,Bono ☆ Alla Moda,ヒシアケボノ,Rei Matsuzaki,2025-11-11,February 27,180 cm,99 - 64 - 88,3,hishi-akebono-bono-alla-moda.png,99,60,108,91,92,120,74,132,111,113,0,0,20,10,0,A,F,A,B,F,G,B,A,C,G,Hishi Akebono — Bono ☆ Alla Moda.,yummy_speed,sunny_days_o|hydrate|meticulous_measures,stamina_to_spare|countermeasure,tactical_tweak,no,sprint_racing_shoes,perfect_prep,yes,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|sprinters_s_winner_s_sash,intimidate,no,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|yasuda_kinen_winner_s_sash|sprinters_s_winner_s_sash|mile_ch_winner_s_sash|dream_glimmer,gourmand,yes,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|yasuda_kinen_winner_s_sash|sprinters_s_winner_s_sash|mile_ch_winner_s_sash|dream_glimmer,102801,1028,102801-hishi-akebono
34,rice-shower-rose-dream,Rice Shower,Rose Dream,ライスシャワー,Manaka Iwami,2025-06-26,March 5,145 cm,75 - 51 - 76,3,rice-shower-rose-dream.png,71,117,70,102,90,87,143,86,125,109,0,10,0,20,0,A,G,E,C,A,A,B,A,C,G,Rice Shower — Rose Dream.,blue_rose_closer,subdued_pace_chasers|straight_descent|deep_breaths,firm_conditions_o|kyoto_racecourse_o,highlander,no,long_racing_shoes,determined_descent,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash,hydrate,no,long_racing_shoes|tenno_sho_spring_winner_s_sash|japanese_derby_winner_s_sash|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|dream_glimmer,cooldown,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|japanese_derby_winner_s_sash|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|dream_glimmer,103001,1030,103001-rice-shower
35,agnes-tachyon-tach-nology,Agnes Tachyon,Tach-nology,アグネスタキオン,Sumire Uesaka,2025-06-26,April 13,159 cm,83 - 55 - 81,1,agnes-tachyon-tach-nology.png,82,76,76,79,87,112,104,104,108,122,20,0,0,10,0,A,G,G,D,A,B,E,A,B,F,Agnes Tachyon — Tach-nology.,introduction_to_physiology|u_ma2,standard_distance_o|tether|preferred_position,corner_adept_o|tactical_tweak,medium_straightaways_o,no,medium_racing_shoes,dominator,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|arima_kinen_winner_s_sash,medium_corners_o,no,medium_racing_shoes|osaka_hai_winner_s_sash|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,race_planner,yes,medium_racing_shoes|osaka_hai_winner_s_sash|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,103201,1032,103201-agnes-tachyon
36,winning-ticket-go-to-winning,Winning Ticket,Go To Winning!,ウイニングチケット,Yui Watanabe,2025-06-26,March 21,157 cm,88 - 57 - 85,1,winning-ticket-go-to-winning.png,87,68,91,74,80,120,93,125,101,111,0,10,20,0,0,A,G,G,F,A,B,G,B,A,G,Winning Ticket — Go To Winning!.,v_is_for_victory|our_ticket_to_win,firm_conditions_o|steadfast|fighter,nimble_navigator|late_surger_straightaways_o|late_surger_corners_o|position_pilfer|slick_surge|outer_swell,position_pilfer,no,medium_racing_shoes,hard_worker,yes,medium_racing_shoes|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash,late_surger_corners_o,no,medium_racing_shoes|osaka_hai_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|hopeful_s_winner_s_sash|dream_glimmer,fast_furious,yes,medium_racing_shoes|osaka_hai_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|hopeful_s_winner_s_sash|dream_glimmer,103501,1035,103501-winning-ticket
37,eishin-flash-meisterschaft,Eishin Flash,Meisterschaft,エイシンフラッシュ,Ayami Fujino,2025-10-30,March 27,160 cm,88 - 58 - 86,3,eishin-flash-meisterschaft.png,100,83,93,82,92,122,101,113,100,114,0,0,10,0,20,A,G,G,F,A,A,G,B,A,C,Eishin Flash — Meisterschaft.,schwarzes_schwert,go_with_the_flow|late_surger_savvy_o|medium_corners_o,standard_distance_o|fighter|tokyo_racecourse_o,homestretch_haste,no,medium_racing_shoes,lane_legerdemain,yes,medium_racing_shoes|japanese_derby_winner_s_sash|tenno_sho_autumn_winner_s_sash,focus,no,medium_racing_shoes|tenno_sho_spring_winner_s_sash|japanese_derby_winner_s_sash|tenno_sho_autumn_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,in_body_and_mind,yes,medium_racing_shoes|tenno_sho_spring_winner_s_sash|japanese_derby_winner_s_sash|tenno_sho_autumn_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,103701,1037,103701-eishin-flash
38,curren-chan-fille-eclair,Curren Chan,Fille Éclair,カレンチャン,Yuu Sasahara,2025-07-27,March 31,155 cm,83 - 55 - 79,3,curren-chan-fille-eclair.png,97,58,107,91,97,119,71,130,111,119,10,0,20,0,0,A,F,A,D,G,G,B,A,E,G,Curren Chan — Fille Éclair.,lookatcurren,ramp_up|disorient|intimidate,frenzied_late_surgers|sprinting_gear,meticulous_measures,no,sprint_racing_shoes,dazzling_disorientation,yes,sprint_racing_shoes|sprinters_s_winner_s_sash|takamatsunomiya_kinen_winner_s_sash,prepared_to_pass,no,sprint_racing_shoes|sprinters_s_winner_s_sash|takamatsunomiya_kinen_winner_s_sash|oka_sho_winner_s_sash|victoria_mile_winner_s_sash|dream_glimmer,adored_by_all,yes,sprint_racing_shoes|sprinters_s_winner_s_sash|takamatsunomiya_kinen_winner_s_sash|oka_sho_winner_s_sash|victoria_mile_winner_s_sash|dream_glimmer,103801,1038,103801-curren-chan
39,gold-city-authentic-1928,Gold City,Authentic 1928,ゴールドシチー,Saki Kosaka,2025-10-07,April 16,158 cm,85 - 58 - 82,3,gold-city-authentic-1928.png,89,92,94,92,83,109,113,114,112,102,0,0,10,20,0,A,D,F,A,B,B,F,A,A,F,Gold City — Authentic 1928.,keep_it_real,hanshin_racecourse_o|watchful_eye|slick_surge,unyielding_spirit,slipstream,no,mile_racing_shoes,keen_eye,yes,mile_racing_shoes|satsuki_sho_winner_s_sash|hanshin_j_f_winner_s_sash,acceleration,no,mile_racing_shoes|osaka_hai_winner_s_sash|satsuki_sho_winner_s_sash|kikuka_sho_winner_s_sash|hanshin_j_f_winner_s_sash|dream_glimmer,on_your_left,yes,mile_racing_shoes|osaka_hai_winner_s_sash|satsuki_sho_winner_s_sash|kikuka_sho_winner_s_sash|hanshin_j_f_winner_s_sash|dream_glimmer,104001,1040,104001-gold-city
40,sakura-bakushin-o-sakura-forward,Sakura Bakushin O,"Sakura, Forward!",サクラバクシンオー,Sachika Misawa,2025-06-26,April 14,158 cm,83 - 55 - 83,1,sakura-bakushin-o-sakura-forward.png,87,54,93,85,81,120,74,128,116,112,20,0,0,0,10,A,G,A,B,G,G,A,A,F,G,"Sakura Bakushin O — Sakura, Forward!.",class_rep_speed_bakushin|genius_x_bakushin_victory,flustered_front_runners|pace_chaser_straightaways_o|sprinting_gear,nakayama_racecourse_o|moxie|light_as_a_feather,huge_lead,no,sprint_racing_shoes,turbo_sprint,yes,sprint_racing_shoes|sprinters_s_winner_s_sash|mile_ch_winner_s_sash,countermeasure,no,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|yasuda_kinen_winner_s_sash|sprinters_s_winner_s_sash|mile_ch_winner_s_sash|dream_glimmer,staggering_lead,yes,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|yasuda_kinen_winner_s_sash|sprinters_s_winner_s_sash|mile_ch_winner_s_sash|dream_glimmer,104101,1041,104101-sakura-bakushin-o
41,super-creek-murmuring-stream,Super Creek,Murmuring Stream,スーパークリーク,Kana Yuuki,2025-06-26,May 27,168 cm,97 - 61 - 91,2,super-creek-murmuring-stream.png,65,100,71,100,89,84,129,92,129,116,0,10,0,0,20,A,G,G,G,A,A,D,A,B,G,Super Creek — Murmuring Stream.,clear_heart|pure_heart,corner_recovery_o|deep_breaths|disorient,corner_recovery_o|hydrate|prepared_to_pass,ramp_up,no,long_racing_shoes,dazzling_disorientation,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash,hesitant_pace_chasers,no,long_racing_shoes|osaka_hai_winner_s_sash|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,swinging_maestro,yes,long_racing_shoes|osaka_hai_winner_s_sash|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,104501,1045,104501-super-creek
42,smart-falcon-absolute-love,Smart Falcon,Absolute ☆ LOVE,スマートファルコン,Hitomi Oowada,2025-08-11,April 4,156 cm,78 - 55 - 80,3,smart-falcon-absolute-love.png,94,85,85,100,86,115,104,104,122,105,20,0,10,0,0,E,A,B,A,A,E,A,D,G,G,Smart Falcon — Absolute ☆ LOVE.,sparkly_stardom,prudent_positioning|front_runner_savvy_o|top_pick,leader_s_pride|top_pick|kawasaki_racecourse_o|sunny_sign,wet_conditions_o,no,dirt_racing_shoes,center_stage,yes,dirt_racing_shoes|tokyo_daishoten_winner_s_sash|jbc_classic_winner_s_sash,oi_racecourse_o,no,dirt_racing_shoes|tokyo_daishoten_winner_s_sash|jbc_classic_winner_s_sash|teio_sho_winner_s_sash|japan_dirt_derby_winner_s_sash|dream_glimmer,trending_in_the_charts,yes,dirt_racing_shoes|tokyo_daishoten_winner_s_sash|jbc_classic_winner_s_sash|teio_sho_winner_s_sash|japan_dirt_derby_winner_s_sash|dream_glimmer,104601,1046,104601-smart-falcon
43,narita-taishin-nevertheless,Narita Taishin,Nevertheless,ナリタタイシン,Keiko Watanabe,2025-08-03,June 10,145 cm,69 - 50 - 73,3,narita-taishin-nevertheless.png,96,82,99,79,94,118,100,121,97,114,10,0,0,20,0,A,G,F,D,A,A,G,F,B,A,Narita Taishin — Nevertheless.,nemesis,lone_wolf|standing_by|murmur,standing_by|early_start,straightaway_spurt,no,medium_racing_shoes,sleeping_lion,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|hopeful_s_winner_s_sash,end_closer_straightaways_o,no,medium_racing_shoes|satsuki_sho_winner_s_sash|hopeful_s_winner_s_sash|japanese_derby_winner_s_sash|tenno_sho_spring_winner_s_sash|dream_glimmer,encroaching_shadow,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|hopeful_s_winner_s_sash|japanese_derby_winner_s_sash|tenno_sho_spring_winner_s_sash|dream_glimmer,105001,1050,105001-narita-taishin
44,haru-urara-uraran-first-prize,Haru Urara,Uraran First Prize ♪,ハルウララ,Yukina Shutou,2025-06-26,February 27,140 cm,74 - 51 - 73,1,haru-urara-uraran-first-prize.png,83,58,89,86,84,115,79,123,119,114,0,0,10,20,0,G,A,A,B,G,G,G,G,A,B,Haru Urara — Uraran First Prize ♪.,super_duper_stoked|super_duper_climax,lay_low|sprinting_gear|1_500_000_cc,long_shot_o,pace_strategy,no,dirt_racing_shoes,iron_will,yes,dirt_racing_shoes|february_s_winner_s_sash|jbc_sprint_winner_s_sash,long_shot_o,no,dirt_racing_shoes|february_s_winner_s_sash|jbc_ladies_classic_winner_s_sash|jbc_sprint_winner_s_sash|champions_cup_winner_s_sash|dream_glimmer,indomitable,yes,dirt_racing_shoes|february_s_winner_s_sash|jbc_ladies_classic_winner_s_sash|jbc_sprint_winner_s_sash|champions_cup_winner_s_sash|dream_glimmer,105201,1052,105201-haru-urara
45,matikanefukukitaru-rising-luck-flood-of-happiness,Matikanefukukitaru,Rising Luck ☆ Flood of Happiness,マチカネフクキタル,Hiyori Nitta,2025-06-26,May 22,158 cm,84 - 59 - 83,1,matikanefukukitaru-rising-luck-flood-of-happiness.png,77,81,88,81,73,106,111,121,111,101,0,20,10,0,0,A,F,F,C,A,A,G,B,A,F,Matikanefukukitaru — Rising Luck ☆ Flood of Happiness.,luck_be_with_me|i_see_victory_in_my_future,lucky_seven|a_small_breather|smoke_screen,hesitant_front_runners|slick_surge,triple_7s,no,long_racing_shoes,illusionist,yes,long_racing_shoes|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash,trick_rear,no,long_racing_shoes|takarazuka_kinen_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,super_lucky_seven,yes,long_racing_shoes|takarazuka_kinen_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,105601,1056,105601-matikanefukukitaru
46,matikanefukukitaru-good-omenfirst-storm,Matikanefukukitaru,Good Omen・First Storm,マチカネフクキタル,Hiyori Nitta,2025-11-06,May 22,158 cm,84 - 59 - 83,3,matikanefukukitaru-good-omenfirst-storm.png,87,100,94,94,75,106,122,115,115,92,0,10,0,10,10,A,F,F,C,A,A,G,B,A,F,Matikanefukukitaru — Good Omen・First Storm.,bountiful_harvest,right_handed_o|slick_surge|pressure,hesitant_front_runners|lucky_seven|slick_surge,inside_scoop,no,long_racing_shoes,overwhelming_pressure,yes,long_racing_shoes|osaka_hai_winner_s_sash|kikuka_sho_winner_s_sash,kyoto_racecourse_o,no,long_racing_shoes|osaka_hai_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,innate_experience,yes,long_racing_shoes|osaka_hai_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,105602,1056,105602-matikanefukukitaru
47,meisho-doto-blue-raging,Meisho Doto,Blue/Raging,メイショウドトウ,Misaki Watada,2025-10-21,March 25,164 cm,99 - 61 - 89,3,meisho-doto-blue-raging.png,93,95,85,96,81,113,116,104,118,99,0,20,0,10,0,A,E,G,F,A,A,F,A,B,E,Meisho Doto — Blue/Raging.,i_never_goof_up,pace_strategy|medium_corners_o|prepared_to_pass,tactical_tweak|prepared_to_pass|up_tempo,non_standard_distance_o,no,medium_racing_shoes,speed_star,yes,medium_racing_shoes|takarazuka_kinen_winner_s_sash|arima_kinen_winner_s_sash,subdued_pace_chasers,no,medium_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|japan_cup_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,indomitable,yes,medium_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|japan_cup_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,105801,1058,105801-meisho-doto
48,nice-nature-poinsettia-ribbon,Nice Nature,Poinsettia Ribbon,ナイスネイチャ,Kaori Maeda,2025-06-26,April 16,157 cm,79 - 56 - 80,1,nice-nature-poinsettia-ribbon.png,86,72,89,69,84,118,99,123,96,114,0,0,20,0,10,A,G,G,C,A,A,F,B,A,D,Nice Nature — Poinsettia Ribbon.,i_can_win_sometimes_right|just_a_little_farther,kokura_racecourse_o|murmur|sharp_gaze,studious|homestretch_haste,hesitant_late_surgers,no,medium_racing_shoes,mystifying_murmur,yes,medium_racing_shoes|tenno_sho_autumn_winner_s_sash|arima_kinen_winner_s_sash,a_small_breather,no,medium_racing_shoes|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,all_seeing_eyes,yes,medium_racing_shoes|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,106001,1060,106001-nice-nature
49,king-halo-king-of-emeralds,King Halo,King of Emeralds,キングヘイロー,Iori Saeki,2025-06-26,April 28,159 cm,85 - 60 - 85,1,king-halo-king-of-emeralds.png,87,60,93,73,87,120,82,127,100,121,0,0,20,10,0,A,G,A,B,B,C,G,B,A,D,King Halo — King of Emeralds.,call_me_king|prideful_king,outer_post_proficiency_o|gap_closer|studious,outer_swell|studious,soft_step,no,sprint_racing_shoes,blinding_flash,yes,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|satsuki_sho_winner_s_sash,unyielding_spirit,no,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|satsuki_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|hopeful_s_winner_s_sash|dream_glimmer,the_bigger_picture,yes,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|satsuki_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|hopeful_s_winner_s_sash|dream_glimmer,106101,1061,106101-king-halo
50,rice-shower-make-up-vampire,Rice Shower,Make up Vampire!,ライスシャワー,Manaka Iwami,2025-11-24,March 5,145 cm,75 - 51 - 76,3,rice-shower-make-up-vampire.png,76,121,67,97,89,93,148,82,118,109,0,15,15,0,0,A,G,E,C,A,A,B,A,C,G,Rice Shower — Make up Vampire!.,every_rose_has_its_fangs,trick_front|long_straightaways_o|stamina_to_spare,firm_conditions_o|deep_breaths|frenzied_pace_chasers|kyoto_racecourse_o,corner_recovery_o,no,long_racing_shoes,calm_and_collected,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash,hesitant_front_runners,no,long_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|dream_glimmer,tantalizing_trick,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|dream_glimmer,103002,1030,103002-rice-shower
51,super-creek-chiffon-ribbon-mummy,Super Creek,Chiffon Ribbon Mummy,スーパークリーク,Kana Yuuki,2025-11-24,May 27,168 cm,97 - 61 - 91,3,super-creek-chiffon-ribbon-mummy.png,74,106,75,98,97,90,129,92,119,120,14,8,0,8,0,A,G,G,G,A,A,D,A,B,G,Super Creek — Chiffon Ribbon Mummy.,give_mummy_a_hug,corner_adept_o|murmur|hydrate,corner_recovery_o|hydrate|studious|steadfast|prepared_to_pass,pace_chaser_corners_o,no,long_racing_shoes,professor_of_curvature,yes,long_racing_shoes|kikuka_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash,medium_straightaways_o,no,long_racing_shoes|kikuka_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|japan_cup_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,mystifying_murmur,yes,long_racing_shoes|kikuka_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|japan_cup_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,104502,1045,104502-super-creek
52,kawakami-princess-princess-of-pink,Kawakami Princess,Princess of Pink,カワカミプリンセス,Karin Takahashi,2025-12-01,June 5,154 cm,91 - 57 - 87,3,kawakami-princess-princess-of-pink.png,100,71,107,82,90,122,87,131,101,109,0,0,10,20,0,A,G,D,B,A,F,G,C,A,D,Kawakami Princess — Princess of Pink.,a_princess_must_seize_victory,nimble_navigator|unyielding_spirit|outer_swell,prepared_to_pass|homestretch_haste|outer_swell,late_surger_straightaways_o,no,medium_racing_shoes,no_stopping_me,yes,medium_racing_shoes|japanese_oaks_winner_s_sash|shuka_sho_winner_s_sash,standard_distance_o,no,medium_racing_shoes|victoria_mile_winner_s_sash|japanese_oaks_winner_s_sash|shuka_sho_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash|dream_glimmer,rising_dragon,yes,medium_racing_shoes|victoria_mile_winner_s_sash|japanese_oaks_winner_s_sash|shuka_sho_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash|dream_glimmer,103901,1039,103901-kawakami-princess
