id,name,requirement,image,sort_order
super_creek_expert,Super Creek Expert,"Get 100,000,000 total fans for Super Creek",super_creek_expert.png,251
super_creek_completionist,Super Creek Completionist,Obtain all G1 to G3 trophies with Super Creek,super_creek_completionist.png,252
haru_urara_new_fan,Haru Urara New Fan,View Episode 4 of Haru Urara's Umamusume Story,haru_urara_new_fan.png,253
haru_urara_fan_club,Haru Urara Fan Club,"Get 10,000,000 total fans for Haru Urara",haru_urara_fan_club.png,254
haru_urara_biggest_fan,Haru Urara Biggest Fan,"Get 50,000,000 total fans for Haru Urara",haru_urara_biggest_fan.png,255
haru_urara_expert,Haru Urara Expert,"Get 100,000,000 total fans for Haru Urara",haru_urara_expert.png,256
haru_urara_completionist,Haru Urara Completionist,Obtain all G1 to G3 trophies with Haru Urara,haru_urara_completionist.png,257
matikanefukukitaru_new_fan,Matikanefukukitaru New Fan,View Episode 4 of Matikanefukukitaru's Umamusume Story,matikanefukukitaru_new_fan.png,258
matikanefukukitaru_fan_club,Matikanefukukitaru Fan Club,"Get 10,000,000 total fans for Matikanefukukitaru",matikanefukukitaru_fan_club.png,259
matikanefukukitaru_biggest_fan,Matikanefukukitaru Biggest Fan,"Get 50,000,000 total fans for Matikanefukukitaru",matikanefukukitaru_biggest_fan.png,260
matikanefukukitaru_expert,Matikanefukukitaru Expert,"Get 100,000,000 total fans for Matikanefukukitaru",matikanefukukitaru_expert.png,261
matikanefukukitaru_completionist,Matikanefukukitaru Completionist,Obtain all G1 to G3 trophies with Matikanefukukitaru,matikanefukukitaru_completionist.png,262
nice_nature_new_fan,Nice Nature New Fan,View Episode 4 of Nice Nature's Umamusume Story,nice_nature_new_fan.png,263
nice_nature_fan_club,Nice Nature Fan Club,"Get 10,000,000 total fans for Nice Nature",nice_nature_fan_club.png,264
nice_nature_biggest_fan,Nice Nature Biggest Fan,"Get 50,000,000 total fans for Nice Nature",nice_nature_biggest_fan.png,265
nice_nature_expert,Nice Nature Expert,"Get 100,000,000 total fans for Nice Nature",nice_nature_expert.png,266
nice_nature_completionist,Nice Nature Completionist,Obtain all G1 to G3 trophies with Nice Nature,nice_nature_completionist.png,267
king_halo_new_fan,King Halo New Fan,View Episode 4 of King Halo's Umamusume Story,king_halo_new_fan.png,268
king_halo_fan_club,King Halo Fan Club,"Get 10,000,000 total fans for King Halo",king_halo_fan_club.png,269
king_halo_biggest_fan,King Halo Biggest Fan,"Get 50,000,000 total fans for King Halo",king_halo_biggest_fan.png,270
king_halo_expert,King Halo Expert,"Get 100,000,000 total fans for King Halo",king_halo_expert.png,271
king_halo_completionist,King Halo Completionist,Obtain all G1 to G3 trophies with King Halo,king_halo_completionist.png,272
mihono_bourbon_new_fan,Mihono Bourbon New Fan,View Episode 4 of Mihono Bourbon's Umamusume Story,mihono_bourbon_new_fan.png,273
mihono_bourbon_fan_club,Mihono Bourbon Fan Club,"Get 10,000,000 total fans for Mihono Bourbon",mihono_bourbon_fan_club.png,274
mihono_bourbon_biggest_fan,Mihono Bourbon Biggest Fan,"Get 50,000,000 total fans for Mihono Bourbon",mihono_bourbon_biggest_fan.png,275
mihono_bourbon_expert,Mihono Bourbon Expert,"Get 100,000,000 total fans for Mihono Bourbon",mihono_bourbon_expert.png,276
mihono_bourbon_completionist,Mihono Bourbon Completionist,Obtain all G1 to G3 trophies with Mihono Bourbon,mihono_bourbon_completionist.png,277
biwa_hayahide_new_fan,Biwa Hayahide New Fan,View Episode 4 of Biwa Hayahide's Umamusume Story,biwa_hayahide_new_fan.png,278
biwa_hayahide_fan_club,Biwa Hayahide Fan Club,"Get 10,000,000 total fans for Biwa Hayahide",biwa_hayahide_fan_club.png,279
biwa_hayahide_biggest_fan,Biwa Hayahide Biggest Fan,"Get 50,000,000 total fans for Biwa Hayahide",biwa_hayahide_biggest_fan.png,280
biwa_hayahide_expert,Biwa Hayahide Expert,"Get 100,000,000 total fans for Biwa Hayahide",biwa_hayahide_expert.png,281
biwa_hayahide_completionist,Biwa Hayahide Completionist,Obtain all G1 to G3 trophies with Biwa Hayahide,biwa_hayahide_completionist.png,282
curren_chan_new_fan,Curren Chan New Fan,View Episode 4 of Curren Chan's Umamusume Story,curren_chan_new_fan.png,283
curren_chan_fan_club,Curren Chan Fan Club,"Get 10,000,000 total fans for Curren Chan",curren_chan_fan_club.png,284
curren_chan_biggest_fan,Curren Chan Biggest Fan,"Get 50,000,000 total fans for Curren Chan",curren_chan_biggest_fan.png,285
curren_chan_expert,Curren Chan Expert,"Get 100,000,000 total fans for Curren Chan",curren_chan_expert.png,286
curren_chan_completionist,Curren Chan Completionist,Obtain all G1 to G3 trophies with Curren Chan,curren_chan_completionist.png,287
narita_taishin_new_fan,Narita Taishin New Fan,View Episode 4 of Narita Taishin's Umamusume Story,narita_taishin_new_fan.png,288
narita_taishin_fan_club,Narita Taishin Fan Club,"Get 10,000,000 total fans for Narita Taishin",narita_taishin_fan_club.png,289
narita_taishin_biggest_fan,Narita Taishin Biggest Fan,"Get 50,000,000 total fans for Narita Taishin",narita_taishin_biggest_fan.png,290
narita_taishin_expert,Narita Taishin Expert,"Get 100,000,000 total fans for Narita Taishin",narita_taishin_expert.png,291
narita_taishin_completionist,Narita Taishin Completionist,Obtain all G1 to G3 trophies with Narita Taishin,narita_taishin_completionist.png,292
smart_falcon_new_fan,Smart Falcon New Fan,View Episode 4 of Smart Falcon's Umamusume Story,smart_falcon_new_fan.png,293
smart_falcon_fan_club,Smart Falcon Fan Club,"Get 10,000,000 total fans for Smart Falcon",smart_falcon_fan_club.png,294
smart_falcon_biggest_fan,Smart Falcon Biggest Fan,"Get 50,000,000 total fans for Smart Falcon",smart_falcon_biggest_fan.png,295
smart_falcon_expert,Smart Falcon Expert,"Get 100,000,000 total fans for Smart Falcon",smart_falcon_expert.png,296
smart_falcon_completionist,Smart Falcon Completionist,Obtain all G1 to G3 trophies with Smart Falcon,smart_falcon_completionist.png,297
narita_brian_new_fan,Narita Brian New Fan,View Episode 4 of Narita Brian's Umamusume Story,narita_brian_new_fan.png,298
narita_brian_fan_club,Narita Brian Fan Club,"Get 10,000,000 total fans for Narita Brian",narita_brian_fan_club.png,299
narita_brian_biggest_fan,Narita Brian Biggest Fan,"Get 50,000,000 total fans for Narita Brian",narita_brian_biggest_fan.png,300
narita_brian_expert,Narita Brian Expert,"Get 100,000,000 total fans for Narita Brian",narita_brian_expert.png,301
narita_brian_completionist,Narita Brian Completionist,Obtain all G1 to G3 trophies with Narita Brian,narita_brian_completionist.png,302
meisho_doto_new_fan,Meisho Doto New Fan,View Episode 4 of Meisho Doto's Umamusume Story,meisho_doto_new_fan.png,303
meisho_doto_fan_club,Meisho Doto Fan Club,"Get 10,000,000 total fans for Meisho Doto",meisho_doto_fan_club.png,304
meisho_doto_biggest_fan,Meisho Doto Biggest Fan,"Get 50,000,000 total fans for Meisho Doto",meisho_doto_biggest_fan.png,305
meisho_doto_expert,Meisho Doto Expert,"Get 100,000,000 total fans for Meisho Doto",meisho_doto_expert.png,306
meisho_doto_completionist,Meisho Doto Completionist,Obtain all G1 to G3 trophies with Meisho Doto,meisho_doto_completionist.png,307
eishin_flash_new_fan,Eishin Flash New Fan,View Episode 4 of Eishin Flash's Umamusume Story,eishin_flash_new_fan.png,308
eishin_flash_fan_club,Eishin Flash Fan Club,"Get 10,000,000 total fans for Eishin Flash",eishin_flash_fan_club.png,309
eishin_flash_biggest_fan,Eishin Flash Biggest Fan,"Get 50,000,000 total fans for Eishin Flash",eishin_flash_biggest_fan.png,310
eishin_flash_expert,Eishin Flash Expert,"Get 100,000,000 total fans for Eishin Flash",eishin_flash_expert.png,311
eishin_flash_completionist,Eishin Flash Completionist,Obtain all G1 to G3 trophies with Eishin Flash,eishin_flash_completionist.png,312
hishi_akebono_new_fan,Hishi Akebono New Fan,View Episode 4 of Hishi Akebono's Umamusume Story,hishi_akebono_new_fan.png,313
hishi_akebono_fan_club,Hishi Akebono Fan Club,"Get 10,000,000 total fans for Hishi Akebono",hishi_akebono_fan_club.png,314
hishi_akebono_biggest_fan,Hishi Akebono Biggest Fan,"Get 50,000,000 total fans for Hishi Akebono",hishi_akebono_biggest_fan.png,315
hishi_akebono_expert,Hishi Akebono Expert,"Get 100,000,000 total fans for Hishi Akebono",hishi_akebono_expert.png,316
hishi_akebono_completionist,Hishi Akebono Completionist,Obtain all G1 to G3 trophies with Hishi Akebono,hishi_akebono_completionist.png,317
agnes_digital_new_fan,Agnes Digital New Fan,View Episode 4 of Agnes Digital's Umamusume Story,agnes_digital_new_fan.png,318
agnes_digital_fan_club,Agnes Digital Fan Club,"Get 10,000,000 total fans for Agnes Digital",agnes_digital_fan_club.png,319
agnes_digital_biggest_fan,Agnes Digital Biggest Fan,"Get 50,000,000 total fans for Agnes Digital",agnes_digital_biggest_fan.png,320
agnes_digital_expert,Agnes Digital Expert,"Get 100,000,000 total fans for Agnes Digital",agnes_digital_expert.png,321
agnes_digital_completionist,Agnes Digital Completionist,Obtain all G1 to G3 trophies with Agnes Digital,agnes_digital_completionist.png,322
kawakami_princess_new_fan,Kawakami Princess New Fan,View Episode 4 of Kawakami Princess's Umamusume Story,kawakami_princess_new_fan.png,323
kawakami_princess_fan_club,Kawakami Princess Fan Club,"Get 10,000,000 total fans for Kawakami Princess",kawakami_princess_fan_club.png,324
kawakami_princess_biggest_fan,Kawakami Princess Biggest Fan,"Get 50,000,000 total fans for Kawakami Princess",kawakami_princess_biggest_fan.png,325
kawakami_princess_expert,Kawakami Princess Expert,"Get 100,000,000 total fans for Kawakami Princess",kawakami_princess_expert.png,326
kawakami_princess_completionist,Kawakami Princess Completionist,Obtain all G1 to G3 trophies with Kawakami Princess,kawakami_princess_completionist.png,327
manhattan_cafe_new_fan,Manhattan Cafe New Fan,View Episode 4 of Manhattan Cafe's Umamusume Story,manhattan_cafe_new_fan.png,328
manhattan_cafe_fan_club,Manhattan Cafe Fan Club,"Get 10,000,000 total fans for Manhattan Cafe",manhattan_cafe_fan_club.png,329
manhattan_cafe_biggest_fan,Manhattan Cafe Biggest Fan,"Get 50,000,000 total fans for Manhattan Cafe",manhattan_cafe_biggest_fan.png,330
manhattan_cafe_expert,Manhattan Cafe Expert,"Get 100,000,000 total fans for Manhattan Cafe",manhattan_cafe_expert.png,331
manhattan_cafe_completionist,Manhattan Cafe Completionist,Obtain all G1 to G3 trophies with Manhattan Cafe,manhattan_cafe_completionist.png,332
tosen_jordan_new_fan,Tosen Jordan New Fan,View Episode 4 of Tosen Jordan's Umamusume Story,tosen_jordan_new_fan.png,333
tosen_jordan_fan_club,Tosen Jordan Fan Club,"Get 10,000,000 total fans for Tosen Jordan",tosen_jordan_fan_club.png,334
tosen_jordan_biggest_fan,Tosen Jordan Biggest Fan,"Get 50,000,000 total fans for Tosen Jordan",tosen_jordan_biggest_fan.png,335
tosen_jordan_expert,Tosen Jordan Expert,"Get 100,000,000 total fans for Tosen Jordan",tosen_jordan_expert.png,336
tosen_jordan_completionist,Tosen Jordan Completionist,Obtain all G1 to G3 trophies with Tosen Jordan,tosen_jordan_completionist.png,337
mejiro_dober_new_fan,Mejiro Dober New Fan,View Episode 4 of Mejiro Dober's Umamusume Story,mejiro_dober_new_fan.png,338
mejiro_dober_fan_club,Mejiro Dober Fan Club,"Get 10,000,000 total fans for Mejiro Dober",mejiro_dober_fan_club.png,339
mejiro_dober_biggest_fan,Mejiro Dober Biggest Fan,"Get 50,000,000 total fans for Mejiro Dober",mejiro_dober_biggest_fan.png,340
mejiro_dober_expert,Mejiro Dober Expert,"Get 100,000,000 total fans for Mejiro Dober",mejiro_dober_expert.png,341
mejiro_dober_completionist,Mejiro Dober Completionist,Obtain all G1 to G3 trophies with Mejiro Dober,mejiro_dober_completionist.png,342
fine_motion_new_fan,Fine Motion New Fan,View Episode 4 of Fine Motion's Umamusume Story,fine_motion_new_fan.png,343
fine_motion_fan_club,Fine Motion Fan Club,"Get 10,000,000 total fans for Fine Motion",fine_motion_fan_club.png,344
fine_motion_biggest_fan,Fine Motion Biggest Fan,"Get 50,000,000 total fans for Fine Motion",fine_motion_biggest_fan.png,345
fine_motion_expert,Fine Motion Expert,"Get 100,000,000 total fans for Fine Motion",fine_motion_expert.png,346
fine_motion_completionist,Fine Motion Completionist,Obtain all G1 to G3 trophies with Fine Motion,fine_motion_completionist.png,347
tamamo_cross_new_fan,Tamamo Cross New Fan,View Episode 4 of Tamamo Cross's Umamusume Story,tamamo_cross_new_fan.png,348
tamamo_cross_fan_club,Tamamo Cross Fan Club,"Get 10,000,000 total fans for Tamamo Cross",tamamo_cross_fan_club.png,349
tamamo_cross_biggest_fan,Tamamo Cross Biggest Fan,"Get 50,000,000 total fans for Tamamo Cross",tamamo_cross_biggest_fan.png,350
tamamo_cross_expert,Tamamo Cross Expert,"Get 100,000,000 total fans for Tamamo Cross",tamamo_cross_expert.png,351
tamamo_cross_completionist,Tamamo Cross Completionist,Obtain all G1 to G3 trophies with Tamamo Cross,tamamo_cross_completionist.png,352
sakura_chiyono_o_new_fan,Sakura Chiyono O New Fan,View Episode 4 of Sakura Chiyono O's Umamusume Story,sakura_chiyono_o_new_fan.png,353
sakura_chiyono_o_fan_club,Sakura Chiyono O Fan Club,"Get 10,000,000 total fans for Sakura Chiyono O",sakura_chiyono_o_fan_club.png,354
sakura_chiyono_o_biggest_fan,Sakura Chiyono O Biggest Fan,"Get 50,000,000 total fans for Sakura Chiyono O",sakura_chiyono_o_biggest_fan.png,355
sakura_chiyono_o_expert,Sakura Chiyono O Expert,"Get 100,000,000 total fans for Sakura Chiyono O",sakura_chiyono_o_expert.png,356
sakura_chiyono_o_completionist,Sakura Chiyono O Completionist,Obtain all G1 to G3 trophies with Sakura Chiyono O,sakura_chiyono_o_completionist.png,357
mejiro_ardan_new_fan,Mejiro Ardan New Fan,View Episode 4 of Mejiro Ardan's Umamusume Story,mejiro_ardan_new_fan.png,358
mejiro_ardan_fan_club,Mejiro Ardan Fan Club,"Get 10,000,000 total fans for Mejiro Ardan",mejiro_ardan_fan_club.png,359
mejiro_ardan_biggest_fan,Mejiro Ardan Biggest Fan,"Get 50,000,000 total fans for Mejiro Ardan",mejiro_ardan_biggest_fan.png,360
mejiro_ardan_expert,Mejiro Ardan Expert,"Get 100,000,000 total fans for Mejiro Ardan",mejiro_ardan_expert.png,361
mejiro_ardan_completionist,Mejiro Ardan Completionist,Obtain all G1 to G3 trophies with Mejiro Ardan,mejiro_ardan_completionist.png,362
admire_vega_new_fan,Admire Vega New Fan,View Episode 4 of Admire Vega's Umamusume Story,admire_vega_new_fan.png,363
admire_vega_fan_club,Admire Vega Fan Club,"Get 10,000,000 total fans for Admire Vega",admire_vega_fan_club.png,364
admire_vega_biggest_fan,Admire Vega Biggest Fan,"Get 50,000,000 total fans for Admire Vega",admire_vega_biggest_fan.png,365
admire_vega_expert,Admire Vega Expert,"Get 100,000,000 total fans for Admire Vega",admire_vega_expert.png,366
admire_vega_completionist,Admire Vega Completionist,Obtain all G1 to G3 trophies with Admire Vega,admire_vega_completionist.png,367
kitasan_black_new_fan,Kitasan Black New Fan,View Episode 4 of Kitasan Black's Umamusume Story,kitasan_black_new_fan.png,368
kitasan_black_fan_club,Kitasan Black Fan Club,"Get 10,000,000 total fans for Kitasan Black",kitasan_black_fan_club.png,369
kitasan_black_biggest_fan,Kitasan Black Biggest Fan,"Get 50,000,000 total fans for Kitasan Black",kitasan_black_biggest_fan.png,370
kitasan_black_expert,Kitasan Black Expert,"Get 100,000,000 total fans for Kitasan Black",kitasan_black_expert.png,371
kitasan_black_completionist,Kitasan Black Completionist,Obtain all G1 to G3 trophies with Kitasan Black,kitasan_black_completionist.png,372
matikanetannhauser_new_fan,Matikanetannhauser New Fan,View Episode 4 of Matikanetannhauser's Umamusume Story,matikanetannhauser_new_fan.png,373
matikanetannhauser_fan_club,Matikanetannhauser Fan Club,"Get 10,000,000 total fans for Matikanetannhauser",matikanetannhauser_fan_club.png,374
matikanetannhauser_biggest_fan,Matikanetannhauser Biggest Fan,"Get 50,000,000 total fans for Matikanetannhauser",matikanetannhauser_biggest_fan.png,375
matikanetannhauser_expert,Matikanetannhauser Expert,"Get 100,000,000 total fans for Matikanetannhauser",matikanetannhauser_expert.png,376
matikanetannhauser_completionist,Matikanetannhauser Completionist,Obtain all G1 to G3 trophies with Matikanetannhauser,matikanetannhauser_completionist.png,377
satono_diamond_new_fan,Satono Diamond New Fan,View Episode 4 of Satono Diamond's Umamusume Story,satono_diamond_new_fan.png,378
satono_diamond_fan_club,Satono Diamond Fan Club,"Get 10,000,000 total fans for Satono Diamond",satono_diamond_fan_club.png,379
satono_diamond_biggest_fan,Satono Diamond Biggest Fan,"Get 50,000,000 total fans for Satono Diamond",satono_diamond_biggest_fan.png,380
satono_diamond_expert,Satono Diamond Expert,"Get 100,000,000 total fans for Satono Diamond",satono_diamond_expert.png,381
satono_diamond_completionist,Satono Diamond Completionist,Obtain all G1 to G3 trophies with Satono Diamond,satono_diamond_completionist.png,382
mejiro_bright_new_fan,Mejiro Bright New Fan,View Episode 4 of Mejiro Bright's Umamusume Story,mejiro_bright_new_fan.png,383
mejiro_bright_fan_club,Mejiro Bright Fan Club,"Get 10,000,000 total fans for Mejiro Bright",mejiro_bright_fan_club.png,384
mejiro_bright_biggest_fan,Mejiro Bright Biggest Fan,"Get 50,000,000 total fans for Mejiro Bright",mejiro_bright_biggest_fan.png,385
mejiro_bright_expert,Mejiro Bright Expert,"Get 100,000,000 total fans for Mejiro Bright",mejiro_bright_expert.png,386
mejiro_bright_completionist,Mejiro Bright Completionist,Obtain all G1 to G3 trophies with Mejiro Bright,mejiro_bright_completionist.png,387
nishino_flower_new_fan,Nishino Flower New Fan,View Episode 4 of Nishino Flower's Umamusume Story,nishino_flower_new_fan.png,388
nishino_flower_fan_club,Nishino Flower Fan Club,"Get 10,000,000 total fans for Nishino Flower",nishino_flower_fan_club.png,389
nishino_flower_biggest_fan,Nishino Flower Biggest Fan,"Get 50,000,000 total fans for Nishino Flower",nishino_flower_biggest_fan.png,390
nishino_flower_expert,Nishino Flower Expert,"Get 100,000,000 total fans for Nishino Flower",nishino_flower_expert.png,391
nishino_flower_completionist,Nishino Flower Completionist,Obtain all G1 to G3 trophies with Nishino Flower,nishino_flower_completionist.png,392
yaeno_muteki_new_fan,Yaeno Muteki New Fan,View Episode 4 of Yaeno Muteki's Umamusume Story,yaeno_muteki_new_fan.png,393
yaeno_muteki_fan_club,Yaeno Muteki Fan Club,"Get 10,000,000 total fans for Yaeno Muteki",yaeno_muteki_fan_club.png,394
yaeno_muteki_biggest_fan,Yaeno Muteki Biggest Fan,"Get 50,000,000 total fans for Yaeno Muteki",yaeno_muteki_biggest_fan.png,395
yaeno_muteki_expert,Yaeno Muteki Expert,"Get 100,000,000 total fans for Yaeno Muteki",yaeno_muteki_expert.png,396
yaeno_muteki_completionist,Yaeno Muteki Completionist,Obtain all G1 to G3 trophies with Yaeno Muteki,yaeno_muteki_completionist.png,397
ines_fujin_new_fan,Ines Fujin New Fan,View Episode 4 of Ines Fujin's Umamusume Story,ines_fujin_new_fan.png,398
ines_fujin_fan_club,Ines Fujin Fan Club,"Get 10,000,000 total fans for Ines Fujin",ines_fujin_fan_club.png,399
ines_fujin_biggest_fan,Ines Fujin Biggest Fan,"Get 50,000,000 total fans for Ines Fujin",ines_fujin_biggest_fan.png,400
ines_fujin_expert,Ines Fujin Expert,"Get 100,000,000 total fans for Ines Fujin",ines_fujin_expert.png,401
ines_fujin_completionist,Ines Fujin Completionist,Obtain all G1 to G3 trophies with Ines Fujin,ines_fujin_completionist.png,402
mejiro_palmer_new_fan,Mejiro Palmer New Fan,View Episode 4 of Mejiro Palmer's Umamusume Story,mejiro_palmer_new_fan.png,403
mejiro_palmer_fan_club,Mejiro Palmer Fan Club,"Get 10,000,000 total fans for Mejiro Palmer",mejiro_palmer_fan_club.png,404
mejiro_palmer_biggest_fan,Mejiro Palmer Biggest Fan,"Get 50,000,000 total fans for Mejiro Palmer",mejiro_palmer_biggest_fan.png,405
mejiro_palmer_expert,Mejiro Palmer Expert,"Get 100,000,000 total fans for Mejiro Palmer",mejiro_palmer_expert.png,406
mejiro_palmer_completionist,Mejiro Palmer Completionist,Obtain all G1 to G3 trophies with Mejiro Palmer,mejiro_palmer_completionist.png,407
inari_one_new_fan,Inari One New Fan,View Episode 4 of Inari One's Umamusume Story,inari_one_new_fan.png,408
inari_one_fan_club,Inari One Fan Club,"Get 10,000,000 total fans for Inari One",inari_one_fan_club.png,409
inari_one_biggest_fan,Inari One Biggest Fan,"Get 50,000,000 total fans for Inari One",inari_one_biggest_fan.png,410
inari_one_expert,Inari One Expert,"Get 100,000,000 total fans for Inari One",inari_one_expert.png,411
inari_one_completionist,Inari One Completionist,Obtain all G1 to G3 trophies with Inari One,inari_one_completionist.png,412
sweep_tosho_new_fan,Sweep Tosho New Fan,View Episode 4 of Sweep Tosho's Umamusume Story,sweep_tosho_new_fan.png,413
sweep_tosho_fan_club,Sweep Tosho Fan Club,"Get 10,000,000 total fans for Sweep Tosho",sweep_tosho_fan_club.png,414
sweep_tosho_biggest_fan,Sweep Tosho Biggest Fan,"Get 50,000,000 total fans for Sweep Tosho",sweep_tosho_biggest_fan.png,415
sweep_tosho_expert,Sweep Tosho Expert,"Get 100,000,000 total fans for Sweep Tosho",sweep_tosho_expert.png,416
sweep_tosho_completionist,Sweep Tosho Completionist,Obtain all G1 to G3 trophies with Sweep Tosho,sweep_tosho_completionist.png,417
air_shakur_new_fan,Air Shakur New Fan,View Episode 4 of Air Shakur's Umamusume Story,air_shakur_new_fan.png,418
air_shakur_fan_club,Air Shakur Fan Club,"Get 10,000,000 total fans for Air Shakur",air_shakur_fan_club.png,419
air_shakur_biggest_fan,Air Shakur Biggest Fan,"Get 50,000,000 total fans for Air Shakur",air_shakur_biggest_fan.png,420
air_shakur_expert,Air Shakur Expert,"Get 100,000,000 total fans for Air Shakur",air_shakur_expert.png,421
air_shakur_completionist,Air Shakur Completionist,Obtain all G1 to G3 trophies with Air Shakur,air_shakur_completionist.png,422
bamboo_memory_new_fan,Bamboo Memory New Fan,View Episode 4 of Bamboo Memory's Umamusume Story,bamboo_memory_new_fan.png,423
bamboo_memory_fan_club,Bamboo Memory Fan Club,"Get 10,000,000 total fans for Bamboo Memory",bamboo_memory_fan_club.png,424
bamboo_memory_biggest_fan,Bamboo Memory Biggest Fan,"Get 50,000,000 total fans for Bamboo Memory",bamboo_memory_biggest_fan.png,425
bamboo_memory_expert,Bamboo Memory Expert,"Get 100,000,000 total fans for Bamboo Memory",bamboo_memory_expert.png,426
bamboo_memory_completionist,Bamboo Memory Completionist,Obtain all G1 to G3 trophies with Bamboo Memory,bamboo_memory_completionist.png,427
copano_rickey_new_fan,Copano Rickey New Fan,View Episode 4 of Copano Rickey's Umamusume Story,copano_rickey_new_fan.png,428
copano_rickey_fan_club,Copano Rickey Fan Club,"Get 10,000,000 total fans for Copano Rickey",copano_rickey_fan_club.png,429
copano_rickey_biggest_fan,Copano Rickey Biggest Fan,"Get 50,000,000 total fans for Copano Rickey",copano_rickey_biggest_fan.png,430
copano_rickey_expert,Copano Rickey Expert,"Get 100,000,000 total fans for Copano Rickey",copano_rickey_expert.png,431
copano_rickey_completionist,Copano Rickey Completionist,Obtain all G1 to G3 trophies with Copano Rickey,copano_rickey_completionist.png,432
yukino_bijin_new_fan,Yukino Bijin New Fan,View Episode 4 of Yukino Bijin's Umamusume Story,yukino_bijin_new_fan.png,433
yukino_bijin_fan_club,Yukino Bijin Fan Club,"Get 10,000,000 total fans for Yukino Bijin",yukino_bijin_fan_club.png,434
yukino_bijin_biggest_fan,Yukino Bijin Biggest Fan,"Get 50,000,000 total fans for Yukino Bijin",yukino_bijin_biggest_fan.png,435
yukino_bijin_expert,Yukino Bijin Expert,"Get 100,000,000 total fans for Yukino Bijin",yukino_bijin_expert.png,436
yukino_bijin_completionist,Yukino Bijin Completionist,Obtain all G1 to G3 trophies with Yukino Bijin,yukino_bijin_completionist.png,437
seeking_the_pearl_new_fan,Seeking the Pearl New Fan,View Episode 4 of Seeking the Pearl's Umamusume Story,seeking_the_pearl_new_fan.png,438
seeking_the_pearl_fan_club,Seeking the Pearl Fan Club,"Get 10,000,000 total fans for Seeking the Pearl",seeking_the_pearl_fan_club.png,439
seeking_the_pearl_biggest_fan,Seeking the Pearl Biggest Fan,"Get 50,000,000 total fans for Seeking the Pearl",seeking_the_pearl_biggest_fan.png,440
seeking_the_pearl_expert,Seeking the Pearl Expert,"Get 100,000,000 total fans for Seeking the Pearl",seeking_the_pearl_expert.png,441
seeking_the_pearl_completionist,Seeking the Pearl Completionist,Obtain all G1 to G3 trophies with Seeking the Pearl,seeking_the_pearl_completionist.png,442
aston_machan_new_fan,Aston Machan New Fan,View Episode 4 of Aston Machan's Umamusume Story,aston_machan_new_fan.png,443
aston_machan_fan_club,Aston Machan Fan Club,"Get 10,000,000 total fans for Aston Machan",aston_machan_fan_club.png,444
aston_machan_biggest_fan,Aston Machan Biggest Fan,"Get 50,000,000 total fans for Aston Machan",aston_machan_biggest_fan.png,445
aston_machan_expert,Aston Machan Expert,"Get 100,000,000 total fans for Aston Machan",aston_machan_expert.png,446
aston_machan_completionist,Aston Machan Completionist,Obtain all G1 to G3 trophies with Aston Machan,aston_machan_completionist.png,447
yamanin_zephyr_new_fan,Yamanin Zephyr New Fan,View Episode 4 of Yamanin Zephyr's Umamusume Story,yamanin_zephyr_new_fan.png,448
yamanin_zephyr_fan_club,Yamanin Zephyr Fan Club,"Get 10,000,000 total fans for Yamanin Zephyr",yamanin_zephyr_fan_club.png,449
yamanin_zephyr_biggest_fan,Yamanin Zephyr Biggest Fan,"Get 50,000,000 total fans for Yamanin Zephyr",yamanin_zephyr_biggest_fan.png,450
yamanin_zephyr_expert,Yamanin Zephyr Expert,"Get 100,000,000 total fans for Yamanin Zephyr",yamanin_zephyr_expert.png,451
yamanin_zephyr_completionist,Yamanin Zephyr Completionist,Obtain all G1 to G3 trophies with Yamanin Zephyr,yamanin_zephyr_completionist.png,452
nakayama_festa_new_fan,Nakayama Festa New Fan,View Episode 4 of Nakayama Festa's Umamusume Story,nakayama_festa_new_fan.png,453
nakayama_festa_fan_club,Nakayama Festa Fan Club,"Get 10,000,000 total fans for Nakayama Festa",nakayama_festa_fan_club.png,454
nakayama_festa_biggest_fan,Nakayama Festa Biggest Fan,"Get 50,000,000 total fans for Nakayama Festa",nakayama_festa_biggest_fan.png,455
nakayama_festa_expert,Nakayama Festa Expert,"Get 100,000,000 total fans for Nakayama Festa",nakayama_festa_expert.png,456
nakayama_festa_completionist,Nakayama Festa Completionist,Obtain all G1 to G3 trophies with Nakayama Festa,nakayama_festa_completionist.png,457
wonder_acute_new_fan,Wonder Acute New Fan,View Episode 4 of Wonder Acute's Umamusume Story,wonder_acute_new_fan.png,458
wonder_acute_fan_club,Wonder Acute Fan Club,"Get 10,000,000 total fans for Wonder Acute",wonder_acute_fan_club.png,459
wonder_acute_biggest_fan,Wonder Acute Biggest Fan,"Get 50,000,000 total fans for Wonder Acute",wonder_acute_biggest_fan.png,460
wonder_acute_expert,Wonder Acute Expert,"Get 100,000,000 total fans for Wonder Acute",wonder_acute_expert.png,461
wonder_acute_completionist,Wonder Acute Completionist,Obtain all G1 to G3 trophies with Wonder Acute,wonder_acute_completionist.png,462
dashing_towards_your_dreams,Dashing towards Your Dreams,Clear all Event Special Missions,dashing_towards_your_dreams.png,463
brand_new_friends,Brand New Friends,Clear all Event Special Missions,brand_new_friends.png,464
racing_hearts_beauty_in_bloom,Racing Hearts Beauty in Bloom,Clear all Event Special Missions,racing_hearts_beauty_in_bloom.png,465
