race_slug,position,position_name,fans
diolite_kinen,5,5th place,320
diolite_kinen,6,6th place,288
diolite_kinen,7,7th place,256
diolite_kinen,8,8th place,224
diolite_kinen,9,9th place,192
diolite_kinen,10,10th place,160
diolite_kinen,11,11th place,128
diolite_kinen,12,12th place,96
diolite_kinen,13,13th place,80
diolite_kinen,14,14th place,64
elfin_stakes,1,1st place,2000
elfin_stakes,2,2nd place,800
elfin_stakes,3,3rd place,500
elfin_stakes,4,4th place,300
elfin_stakes,5,5th place,200
elfin_stakes,6,6th place,180
elfin_stakes,7,7th place,160
elfin_stakes,8,8th place,140
elfin_stakes,9,9th place,120
elfin_stakes,10,10th place,100
elfin_stakes,11,11th place,80
elfin_stakes,12,12th place,60
elfin_stakes,13,13th place,50
elfin_stakes,14,14th place,40
elfin_stakes,15,15th place,30
elfin_stakes,16,16th place,20
elfin_stakes,17,17th place,20
elm_stakes,1,1st place,3600
elm_stakes,2,2nd place,1440
elm_stakes,3,3rd place,900
elm_stakes,4,4th place,540
elm_stakes,5,5th place,360
elm_stakes,6,6th place,324
elm_stakes,7,7th place,288
elm_stakes,8,8th place,252
elm_stakes,9,9th place,216
elm_stakes,10,10th place,180
elm_stakes,11,11th place,144
elm_stakes,12,12th place,108
elm_stakes,13,13th place,90
elm_stakes,14,14th place,72
empress_hai,1,1st place,3500
empress_hai,2,2nd place,1400
empress_hai,3,3rd place,875
empress_hai,4,4th place,525
empress_hai,5,5th place,350
empress_hai,6,6th place,315
empress_hai,7,7th place,280
empress_hai,8,8th place,245
empress_hai,9,9th place,210
empress_hai,10,10th place,175
empress_hai,11,11th place,140
empress_hai,12,12th place,105
empress_hai,13,13th place,88
empress_hai,14,14th place,70
enif_stakes,1,1st place,2300
enif_stakes,2,2nd place,920
enif_stakes,3,3rd place,575
enif_stakes,4,4th place,345
enif_stakes,5,5th place,230
enif_stakes,6,6th place,207
enif_stakes,7,7th place,184
enif_stakes,8,8th place,161
enif_stakes,9,9th place,138
enif_stakes,10,10th place,115
enif_stakes,11,11th place,92
enif_stakes,12,12th place,69
enif_stakes,13,13th place,58
enif_stakes,14,14th place,46
enif_stakes,15,15th place,35
enif_stakes,16,16th place,23
epsom_cup,1,1st place,4100
epsom_cup,2,2nd place,1640
epsom_cup,3,3rd place,1025
epsom_cup,4,4th place,615
epsom_cup,5,5th place,410
epsom_cup,6,6th place,369
epsom_cup,7,7th place,328
epsom_cup,8,8th place,287
epsom_cup,9,9th place,246
epsom_cup,10,10th place,205
epsom_cup,11,11th place,164
epsom_cup,12,12th place,123
epsom_cup,13,13th place,103
epsom_cup,14,14th place,82
epsom_cup,15,15th place,62
epsom_cup,16,16th place,41
epsom_cup,17,17th place,41
epsom_cup,18,18th place,41
erica_sho,1,1st place,1000
erica_sho,2,2nd place,400
erica_sho,3,3rd place,250
erica_sho,4,4th place,150
erica_sho,5,5th place,100
erica_sho,6,6th place,90
erica_sho,7,7th place,80
erica_sho,8,8th place,70
erica_sho,9,9th place,60
erica_sho,10,10th place,50
erica_sho,11,11th place,40
erica_sho,12,12th place,30
erica_sho,13,13th place,25
erica_sho,14,14th place,20
erica_sho,15,15th place,15
erica_sho,16,16th place,7
fairy_stakes,1,1st place,3500
fairy_stakes,2,2nd place,1400
fairy_stakes,3,3rd place,875
fairy_stakes,4,4th place,525
fairy_stakes,5,5th place,350
fairy_stakes,6,6th place,315
fairy_stakes,7,7th place,280
fairy_stakes,8,8th place,245
fairy_stakes,9,9th place,210
fairy_stakes,10,10th place,175
fairy_stakes,11,11th place,140
fairy_stakes,12,12th place,105
fairy_stakes,13,13th place,88
fairy_stakes,14,14th place,70
fairy_stakes,15,15th place,53
fairy_stakes,16,16th place,35
falcon_stakes,1,1st place,3800
falcon_stakes,2,2nd place,1520
falcon_stakes,3,3rd place,950
falcon_stakes,4,4th place,570
falcon_stakes,5,5th place,380
falcon_stakes,6,6th place,342
falcon_stakes,7,7th place,304
falcon_stakes,8,8th place,266
falcon_stakes,9,9th place,228
falcon_stakes,10,10th place,190
falcon_stakes,11,11th place,152
falcon_stakes,12,12th place,114
falcon_stakes,13,13th place,95
falcon_stakes,14,14th place,76
falcon_stakes,15,15th place,57
falcon_stakes,16,16th place,38
falcon_stakes,17,17th place,38
falcon_stakes,18,18th place,38
fantasy_stakes,1,1st place,2900
fantasy_stakes,2,2nd place,1160
fantasy_stakes,3,3rd place,725
fantasy_stakes,4,4th place,435
fantasy_stakes,5,5th place,290
fantasy_stakes,6,6th place,261
fantasy_stakes,7,7th place,232
fantasy_stakes,8,8th place,203
fantasy_stakes,9,9th place,174
fantasy_stakes,10,10th place,145
fantasy_stakes,11,11th place,116
fantasy_stakes,12,12th place,87
fantasy_stakes,13,13th place,73
fantasy_stakes,14,14th place,58
fantasy_stakes,15,15th place,44
fantasy_stakes,16,16th place,29
fantasy_stakes,17,17th place,29
fantasy_stakes,18,18th place,29
february_stakes,1,1st place,10000
february_stakes,2,2nd place,4000
february_stakes,3,3rd place,2500
february_stakes,4,4th place,1500
february_stakes,5,5th place,1000
february_stakes,6,6th place,900
february_stakes,7,7th place,800
february_stakes,8,8th place,700
february_stakes,9,9th place,600
february_stakes,10,10th place,500
february_stakes,11,11th place,400
february_stakes,12,12th place,300
february_stakes,13,13th place,250
february_stakes,14,14th place,200
february_stakes,15,15th place,150
february_stakes,16,16th place,100
fillies_revue,1,1st place,5200
fillies_revue,2,2nd place,2080
fillies_revue,3,3rd place,1300
fillies_revue,4,4th place,780
fillies_revue,5,5th place,520
fillies_revue,6,6th place,468
fillies_revue,7,7th place,416
fillies_revue,8,8th place,364
fillies_revue,9,9th place,312
fillies_revue,10,10th place,260
fillies_revue,11,11th place,208
fillies_revue,12,12th place,156
fillies_revue,13,13th place,130
fillies_revue,14,14th place,104
fillies_revue,15,15th place,78
fillies_revue,16,16th place,52
fillies_revue,17,17th place,52
fillies_revue,18,18th place,52
flora_stakes,1,1st place,5200
flora_stakes,2,2nd place,2080
flora_stakes,3,3rd place,1300
flora_stakes,4,4th place,780
flora_stakes,5,5th place,520
flora_stakes,6,6th place,468
flora_stakes,7,7th place,416
flora_stakes,8,8th place,364
flora_stakes,9,9th place,312
flora_stakes,10,10th place,260
flora_stakes,11,11th place,208
flora_stakes,12,12th place,156
flora_stakes,13,13th place,130
flora_stakes,14,14th place,104
flora_stakes,15,15th place,78
flora_stakes,16,16th place,52
flora_stakes,17,17th place,52
flora_stakes,18,18th place,52
flower_cup,1,1st place,3500
flower_cup,2,2nd place,1400
flower_cup,3,3rd place,875
flower_cup,4,4th place,525
flower_cup,5,5th place,350
flower_cup,6,6th place,315
flower_cup,7,7th place,280
flower_cup,8,8th place,245
flower_cup,9,9th place,210
flower_cup,10,10th place,175
flower_cup,11,11th place,140
flower_cup,12,12th place,105
flower_cup,13,13th place,88
flower_cup,14,14th place,70
flower_cup,15,15th place,53
flower_cup,16,16th place,35
fuchu_umamusume_stakes,1,1st place,5500
fuchu_umamusume_stakes,2,2nd place,2200
fuchu_umamusume_stakes,3,3rd place,1375
fuchu_umamusume_stakes,4,4th place,825
fuchu_umamusume_stakes,5,5th place,550
fuchu_umamusume_stakes,6,6th place,495
fuchu_umamusume_stakes,7,7th place,440
fuchu_umamusume_stakes,8,8th place,385
fuchu_umamusume_stakes,9,9th place,330
fuchu_umamusume_stakes,10,10th place,275
fuchu_umamusume_stakes,11,11th place,220
fuchu_umamusume_stakes,12,12th place,165
fuchu_umamusume_stakes,13,13th place,138
fuchu_umamusume_stakes,14,14th place,110
fuchu_umamusume_stakes,15,15th place,83
fuchu_umamusume_stakes,16,16th place,55
fuchu_umamusume_stakes,17,17th place,55
fuchu_umamusume_stakes,18,18th place,55
fuji_stakes,1,1st place,5900
fuji_stakes,2,2nd place,2360
fuji_stakes,3,3rd place,1475
fuji_stakes,4,4th place,885
fuji_stakes,5,5th place,590
fuji_stakes,6,6th place,531
fuji_stakes,7,7th place,472
fuji_stakes,8,8th place,413
fuji_stakes,9,9th place,354
fuji_stakes,10,10th place,295
fuji_stakes,11,11th place,236
fuji_stakes,12,12th place,177
fuji_stakes,13,13th place,148
fuji_stakes,14,14th place,118
fuji_stakes,15,15th place,89
fuji_stakes,16,16th place,59
fuji_stakes,17,17th place,59
fuji_stakes,18,18th place,59
fukuryu_stakes,1,1st place,1800
fukuryu_stakes,2,2nd place,720
fukuryu_stakes,3,3rd place,450
fukuryu_stakes,4,4th place,270
fukuryu_stakes,5,5th place,180
fukuryu_stakes,6,6th place,162
fukuryu_stakes,7,7th place,144
fukuryu_stakes,8,8th place,126
fukuryu_stakes,9,9th place,108
fukuryu_stakes,10,10th place,90
fukuryu_stakes,11,11th place,72
fukuryu_stakes,12,12th place,54
fukuryu_stakes,13,13th place,45
fukuryu_stakes,14,14th place,36
fukuryu_stakes,15,15th place,27
fukuryu_stakes,16,16th place,18
fukushima_junior_stakes,1,1st place,1600
fukushima_junior_stakes,2,2nd place,640
fukushima_junior_stakes,3,3rd place,400
fukushima_junior_stakes,4,4th place,240
fukushima_junior_stakes,5,5th place,160
fukushima_junior_stakes,6,6th place,144
fukushima_junior_stakes,7,7th place,128
fukushima_junior_stakes,8,8th place,112
fukushima_junior_stakes,9,9th place,96
fukushima_junior_stakes,10,10th place,80
fukushima_junior_stakes,11,11th place,64
fukushima_junior_stakes,12,12th place,48
fukushima_junior_stakes,13,13th place,40
fukushima_junior_stakes,14,14th place,32
fukushima_kinen,1,1st place,4100
fukushima_kinen,2,2nd place,1640
fukushima_kinen,3,3rd place,1025
fukushima_kinen,4,4th place,615
fukushima_kinen,5,5th place,410
fukushima_kinen,6,6th place,369
fukushima_kinen,7,7th place,328
fukushima_kinen,8,8th place,287
fukushima_kinen,9,9th place,246
fukushima_kinen,10,10th place,205
fukushima_kinen,11,11th place,164
fukushima_kinen,12,12th place,123
fukushima_kinen,13,13th place,103
fukushima_kinen,14,14th place,82
fukushima_kinen,15,15th place,62
fukushima_kinen,16,16th place,41
fukushima_mimpo_hai,1,1st place,2600
fukushima_mimpo_hai,2,2nd place,1040
fukushima_mimpo_hai,3,3rd place,650
fukushima_mimpo_hai,4,4th place,390
fukushima_mimpo_hai,5,5th place,260
fukushima_mimpo_hai,6,6th place,234
fukushima_mimpo_hai,7,7th place,208
fukushima_mimpo_hai,8,8th place,182
fukushima_mimpo_hai,9,9th place,156
fukushima_mimpo_hai,10,10th place,130
fukushima_mimpo_hai,11,11th place,104
fukushima_mimpo_hai,12,12th place,78
fukushima_mimpo_hai,13,13th place,65
fukushima_mimpo_hai,14,14th place,52
fukushima_mimpo_hai,15,15th place,39
fukushima_mimpo_hai,16,16th place,20
fukushima_minyu_cup,1,1st place,2300
fukushima_minyu_cup,2,2nd place,920
fukushima_minyu_cup,3,3rd place,575
fukushima_minyu_cup,4,4th place,345
fukushima_minyu_cup,5,5th place,230
fukushima_minyu_cup,6,6th place,207
fukushima_minyu_cup,7,7th place,184
fukushima_minyu_cup,8,8th place,161
fukushima_minyu_cup,9,9th place,138
fukushima_minyu_cup,10,10th place,115
fukushima_minyu_cup,11,11th place,92
fukushima_minyu_cup,12,12th place,69
fukushima_minyu_cup,13,13th place,58
fukushima_minyu_cup,14,14th place,46
fukushima_minyu_cup,15,15th place,35
fukushima_tv_open,1,1st place,2300
fukushima_tv_open,2,2nd place,920
fukushima_tv_open,3,3rd place,575
fukushima_tv_open,4,4th place,345
fukushima_tv_open,5,5th place,230
fukushima_tv_open,6,6th place,207
fukushima_tv_open,7,7th place,184
fukushima_tv_open,8,8th place,161
fukushima_tv_open,9,9th place,138
fukushima_tv_open,10,10th place,115
fukushima_tv_open,11,11th place,92
fukushima_tv_open,12,12th place,69
fukushima_tv_open,13,13th place,58
fukushima_tv_open,14,14th place,46
fukushima_umamusume_stakes,1,1st place,3800
fukushima_umamusume_stakes,2,2nd place,1520
fukushima_umamusume_stakes,3,3rd place,950
fukushima_umamusume_stakes,4,4th place,570
fukushima_umamusume_stakes,5,5th place,380
fukushima_umamusume_stakes,6,6th place,342
fukushima_umamusume_stakes,7,7th place,304
fukushima_umamusume_stakes,8,8th place,266
fukushima_umamusume_stakes,9,9th place,228
fukushima_umamusume_stakes,10,10th place,190
fukushima_umamusume_stakes,11,11th place,152
fukushima_umamusume_stakes,12,12th place,114
fukushima_umamusume_stakes,13,13th place,95
fukushima_umamusume_stakes,14,14th place,76
fukushima_umamusume_stakes,15,15th place,57
fukushima_umamusume_stakes,16,16th place,38
fuyo_stakes,1,1st place,1600
fuyo_stakes,2,2nd place,640
fuyo_stakes,3,3rd place,400
fuyo_stakes,4,4th place,240
fuyo_stakes,5,5th place,160
fuyo_stakes,6,6th place,144
fuyo_stakes,7,7th place,128
fuyo_stakes,8,8th place,112
fuyo_stakes,9,9th place,96
fuyo_stakes,10,10th place,80
fuyo_stakes,11,11th place,64
fuyo_stakes,12,12th place,48
fuyo_stakes,13,13th place,40
fuyo_stakes,14,14th place,32
fuyo_stakes,15,15th place,24
fuyo_stakes,16,16th place,16
fuyo_stakes,17,17th place,16
fuyo_stakes,18,18th place,16
galaxy_stakes,1,1st place,2200
galaxy_stakes,2,2nd place,880
galaxy_stakes,3,3rd place,550
galaxy_stakes,4,4th place,330
galaxy_stakes,5,5th place,220
galaxy_stakes,6,6th place,198
galaxy_stakes,7,7th place,176
galaxy_stakes,8,8th place,154
galaxy_stakes,9,9th place,132
galaxy_stakes,10,10th place,110
galaxy_stakes,11,11th place,88
galaxy_stakes,12,12th place,66
galaxy_stakes,13,13th place,55
galaxy_stakes,14,14th place,44
galaxy_stakes,15,15th place,33
galaxy_stakes,16,16th place,22
green_channel_cup,1,1st place,2300
green_channel_cup,2,2nd place,920
green_channel_cup,3,3rd place,575
green_channel_cup,4,4th place,345
green_channel_cup,5,5th place,230
green_channel_cup,6,6th place,207
green_channel_cup,7,7th place,184
green_channel_cup,8,8th place,161
green_channel_cup,9,9th place,138
green_channel_cup,10,10th place,115
green_channel_cup,11,11th place,92
green_channel_cup,12,12th place,69
green_channel_cup,13,13th place,58
green_channel_cup,14,14th place,46
green_channel_cup,15,15th place,35
green_channel_cup,16,16th place,23
habotan_sho,1,1st place,1000
habotan_sho,2,2nd place,400
habotan_sho,3,3rd place,250
habotan_sho,4,4th place,150
habotan_sho,5,5th place,100
habotan_sho,6,6th place,90
habotan_sho,7,7th place,80
habotan_sho,8,8th place,70
habotan_sho,9,9th place,60
habotan_sho,10,10th place,50
habotan_sho,11,11th place,40
habotan_sho,12,12th place,30
habotan_sho,13,13th place,25
habotan_sho,14,14th place,20
habotan_sho,15,15th place,15
habotan_sho,16,16th place,7
habotan_sho,17,17th place,7
habotan_sho,18,18th place,7
hagi_stakes,1,1st place,1700
hagi_stakes,2,2nd place,680
hagi_stakes,3,3rd place,425
hagi_stakes,4,4th place,255
hagi_stakes,5,5th place,170
hagi_stakes,6,6th place,153
hagi_stakes,7,7th place,136
hagi_stakes,8,8th place,119
hagi_stakes,9,9th place,102
hagi_stakes,10,10th place,85
hagi_stakes,11,11th place,68
hagi_stakes,12,12th place,51
hagi_stakes,13,13th place,43
hagi_stakes,14,14th place,34
hagi_stakes,15,15th place,26
hagi_stakes,16,16th place,17
hakodate_junior_stakes,1,1st place,3100
hakodate_junior_stakes,2,2nd place,1240
hakodate_junior_stakes,3,3rd place,775
hakodate_junior_stakes,4,4th place,465
hakodate_junior_stakes,5,5th place,310
hakodate_junior_stakes,6,6th place,279
hakodate_junior_stakes,7,7th place,248
hakodate_junior_stakes,8,8th place,217
hakodate_junior_stakes,9,9th place,186
hakodate_junior_stakes,10,10th place,155
hakodate_junior_stakes,11,11th place,124
hakodate_junior_stakes,12,12th place,93
hakodate_junior_stakes,13,13th place,78
hakodate_junior_stakes,14,14th place,62
hakodate_junior_stakes,15,15th place,47
hakodate_junior_stakes,16,16th place,31
hakodate_kinen,1,1st place,4100
hakodate_kinen,2,2nd place,1640
hakodate_kinen,3,3rd place,1025
hakodate_kinen,4,4th place,615
hakodate_kinen,5,5th place,410
hakodate_kinen,6,6th place,369
hakodate_kinen,7,7th place,328
hakodate_kinen,8,8th place,287
hakodate_kinen,9,9th place,246
hakodate_kinen,10,10th place,205
hakodate_kinen,11,11th place,164
hakodate_kinen,12,12th place,123
hakodate_kinen,13,13th place,103
hakodate_kinen,14,14th place,82
hakodate_kinen,15,15th place,62
hakodate_kinen,16,16th place,41
hakodate_sprint_stakes,1,1st place,3900
hakodate_sprint_stakes,2,2nd place,1560
hakodate_sprint_stakes,3,3rd place,975
hakodate_sprint_stakes,4,4th place,585
hakodate_sprint_stakes,5,5th place,390
hakodate_sprint_stakes,6,6th place,351
hakodate_sprint_stakes,7,7th place,312
hakodate_sprint_stakes,8,8th place,273
hakodate_sprint_stakes,9,9th place,234
hakodate_sprint_stakes,10,10th place,195
hakodate_sprint_stakes,11,11th place,156
hakodate_sprint_stakes,12,12th place,117
hakodate_sprint_stakes,13,13th place,98
hakodate_sprint_stakes,14,14th place,78
hakodate_sprint_stakes,15,15th place,59
hakodate_sprint_stakes,16,16th place,39
hankyu_hai,1,1st place,4100
hankyu_hai,2,2nd place,1640
hankyu_hai,3,3rd place,1025
hankyu_hai,4,4th place,615
hankyu_hai,5,5th place,410
hankyu_hai,6,6th place,369
hankyu_hai,7,7th place,328
hankyu_hai,8,8th place,287
hankyu_hai,9,9th place,246
hankyu_hai,10,10th place,205
hankyu_hai,11,11th place,164
hankyu_hai,12,12th place,123
hankyu_hai,13,13th place,103
hankyu_hai,14,14th place,82
hankyu_hai,15,15th place,62
hankyu_hai,16,16th place,41
hankyu_hai,17,17th place,41
hankyu_hai,18,18th place,41
hanshin_cup,1,1st place,6700
hanshin_cup,2,2nd place,2680
hanshin_cup,3,3rd place,1675
hanshin_cup,4,4th place,1005
hanshin_cup,5,5th place,670
hanshin_cup,6,6th place,603
hanshin_cup,7,7th place,536
hanshin_cup,8,8th place,469
hanshin_cup,9,9th place,402
hanshin_cup,10,10th place,335
hanshin_cup,11,11th place,268
hanshin_cup,12,12th place,201
hanshin_cup,13,13th place,168
hanshin_cup,14,14th place,134
hanshin_cup,15,15th place,101
hanshin_cup,16,16th place,67
hanshin_cup,17,17th place,67
hanshin_cup,18,18th place,67
hanshin_daishoten,1,1st place,6700
hanshin_daishoten,2,2nd place,2680
hanshin_daishoten,3,3rd place,1675
hanshin_daishoten,4,4th place,1005
hanshin_daishoten,5,5th place,670
hanshin_daishoten,6,6th place,603
hanshin_daishoten,7,7th place,536
hanshin_daishoten,8,8th place,469
hanshin_daishoten,9,9th place,402
hanshin_daishoten,10,10th place,335
hanshin_daishoten,11,11th place,268
hanshin_daishoten,12,12th place,201
hanshin_daishoten,13,13th place,168
hanshin_daishoten,14,14th place,134
hanshin_daishoten,15,15th place,101
hanshin_daishoten,16,16th place,67
hanshin_juvenile_fillies,1,1st place,6500
hanshin_juvenile_fillies,2,2nd place,2600
hanshin_juvenile_fillies,3,3rd place,1625
hanshin_juvenile_fillies,4,4th place,975
hanshin_juvenile_fillies,5,5th place,650
hanshin_juvenile_fillies,6,6th place,585
hanshin_juvenile_fillies,7,7th place,520
hanshin_juvenile_fillies,8,8th place,455
hanshin_juvenile_fillies,9,9th place,390
hanshin_juvenile_fillies,10,10th place,325
hanshin_juvenile_fillies,11,11th place,260
hanshin_juvenile_fillies,12,12th place,195
hanshin_juvenile_fillies,13,13th place,163
hanshin_juvenile_fillies,14,14th place,130
hanshin_juvenile_fillies,15,15th place,98
hanshin_juvenile_fillies,16,16th place,65
hanshin_juvenile_fillies,17,17th place,65
hanshin_juvenile_fillies,18,18th place,65
hanshin_umamusume_stakes,1,1st place,5500
hanshin_umamusume_stakes,2,2nd place,2200
hanshin_umamusume_stakes,3,3rd place,1375
hanshin_umamusume_stakes,4,4th place,825
hanshin_umamusume_stakes,5,5th place,550
hanshin_umamusume_stakes,6,6th place,495
hanshin_umamusume_stakes,7,7th place,440
hanshin_umamusume_stakes,8,8th place,385
hanshin_umamusume_stakes,9,9th place,330
hanshin_umamusume_stakes,10,10th place,275
hanshin_umamusume_stakes,11,11th place,220
hanshin_umamusume_stakes,12,12th place,165
hanshin_umamusume_stakes,13,13th place,138
hanshin_umamusume_stakes,14,14th place,110
hanshin_umamusume_stakes,15,15th place,83
hanshin_umamusume_stakes,16,16th place,55
hanshin_umamusume_stakes,17,17th place,55
hanshin_umamusume_stakes,18,18th place,55
heian_stakes,1,1st place,3600
heian_stakes,2,2nd place,1440
heian_stakes,3,3rd place,900
heian_stakes,4,4th place,540
heian_stakes,5,5th place,360
heian_stakes,6,6th place,324
heian_stakes,7,7th place,288
heian_stakes,8,8th place,252
heian_stakes,9,9th place,216
heian_stakes,10,10th place,180
heian_stakes,11,11th place,144
heian_stakes,12,12th place,108
heian_stakes,13,13th place,90
heian_stakes,14,14th place,72
heian_stakes,15,15th place,54
heian_stakes,16,16th place,36
hiiragi_sho,1,1st place,1000
hiiragi_sho,2,2nd place,400
hiiragi_sho,3,3rd place,250
hiiragi_sho,4,4th place,150
hiiragi_sho,5,5th place,100
hiiragi_sho,6,6th place,90
hiiragi_sho,7,7th place,80
hiiragi_sho,8,8th place,70
hiiragi_sho,9,9th place,60
hiiragi_sho,10,10th place,50
hiiragi_sho,11,11th place,40
hiiragi_sho,12,12th place,30
hiiragi_sho,13,13th place,25
hiiragi_sho,14,14th place,20
hiiragi_sho,15,15th place,15
hiiragi_sho,16,16th place,7
hopeful_stakes,1,1st place,7000
hopeful_stakes,2,2nd place,2800
hopeful_stakes,3,3rd place,1750
hopeful_stakes,4,4th place,1050
hopeful_stakes,5,5th place,700
hopeful_stakes,6,6th place,630
hopeful_stakes,7,7th place,560
hopeful_stakes,8,8th place,490
hopeful_stakes,9,9th place,420
hopeful_stakes,10,10th place,350
hopeful_stakes,11,11th place,280
hopeful_stakes,12,12th place,210
hopeful_stakes,13,13th place,175
hopeful_stakes,14,14th place,140
hopeful_stakes,15,15th place,105
hopeful_stakes,16,16th place,70
hopeful_stakes,17,17th place,70
hopeful_stakes,18,18th place,70
hosu_stakes,1,1st place,1900
hosu_stakes,2,2nd place,760
hosu_stakes,3,3rd place,475
hosu_stakes,4,4th place,285
hosu_stakes,5,5th place,190
hosu_stakes,6,6th place,171
hosu_stakes,7,7th place,152
hosu_stakes,8,8th place,133
hosu_stakes,9,9th place,114
hosu_stakes,10,10th place,95
hosu_stakes,11,11th place,76
hosu_stakes,12,12th place,57
hosu_stakes,13,13th place,48
hosu_stakes,14,14th place,38
hosu_stakes,15,15th place,29
hosu_stakes,16,16th place,19
hyacinth_stakes,1,1st place,1900
hyacinth_stakes,2,2nd place,760
hyacinth_stakes,3,3rd place,475
hyacinth_stakes,4,4th place,285
hyacinth_stakes,5,5th place,190
hyacinth_stakes,6,6th place,171
hyacinth_stakes,7,7th place,152
hyacinth_stakes,8,8th place,133
hyacinth_stakes,9,9th place,114
hyacinth_stakes,10,10th place,95
hyacinth_stakes,11,11th place,76
hyacinth_stakes,12,12th place,57
hyacinth_stakes,13,13th place,48
hyacinth_stakes,14,14th place,38
hyacinth_stakes,15,15th place,29
hyacinth_stakes,16,16th place,19
hyakunichiso_tokubetsu,1,1st place,1000
hyakunichiso_tokubetsu,2,2nd place,400
hyakunichiso_tokubetsu,3,3rd place,250
hyakunichiso_tokubetsu,4,4th place,150
hyakunichiso_tokubetsu,5,5th place,100
hyakunichiso_tokubetsu,6,6th place,90
hyakunichiso_tokubetsu,7,7th place,80
hyakunichiso_tokubetsu,8,8th place,70
hyakunichiso_tokubetsu,9,9th place,60
hyakunichiso_tokubetsu,10,10th place,50
hyakunichiso_tokubetsu,11,11th place,40
hyakunichiso_tokubetsu,12,12th place,30
hyakunichiso_tokubetsu,13,13th place,25
hyakunichiso_tokubetsu,14,14th place,20
hyakunichiso_tokubetsu,15,15th place,15
hyakunichiso_tokubetsu,16,16th place,7
hyakunichiso_tokubetsu,17,17th place,7
hyakunichiso_tokubetsu,18,18th place,7
ibis_summer_dash,1,1st place,3900
ibis_summer_dash,2,2nd place,1560
ibis_summer_dash,3,3rd place,975
ibis_summer_dash,4,4th place,585
ibis_summer_dash,5,5th place,390
ibis_summer_dash,6,6th place,351
ibis_summer_dash,7,7th place,312
ibis_summer_dash,8,8th place,273
ibis_summer_dash,9,9th place,234
ibis_summer_dash,10,10th place,195
ibis_summer_dash,11,11th place,156
ibis_summer_dash,12,12th place,117
ibis_summer_dash,13,13th place,98
ibis_summer_dash,14,14th place,78
ibis_summer_dash,15,15th place,59
ibis_summer_dash,16,16th place,39
ibis_summer_dash,17,17th place,39
ibis_summer_dash,18,18th place,39
idaten_stakes,1,1st place,2300
idaten_stakes,2,2nd place,920
idaten_stakes,3,3rd place,575
idaten_stakes,4,4th place,345
idaten_stakes,5,5th place,230
idaten_stakes,6,6th place,207
idaten_stakes,7,7th place,184
idaten_stakes,8,8th place,161
idaten_stakes,9,9th place,138
idaten_stakes,10,10th place,115
idaten_stakes,11,11th place,92
idaten_stakes,12,12th place,69
idaten_stakes,13,13th place,58
idaten_stakes,14,14th place,46
idaten_stakes,15,15th place,35
idaten_stakes,16,16th place,23
idaten_stakes,17,17th place,23
idaten_stakes,18,18th place,23
ivy_stakes,1,1st place,1700
ivy_stakes,2,2nd place,680
ivy_stakes,3,3rd place,425
ivy_stakes,4,4th place,255
ivy_stakes,5,5th place,170
ivy_stakes,6,6th place,153
ivy_stakes,7,7th place,136
ivy_stakes,8,8th place,119
ivy_stakes,9,9th place,102
ivy_stakes,10,10th place,85
ivy_stakes,11,11th place,68
ivy_stakes,12,12th place,51
ivy_stakes,13,13th place,43
ivy_stakes,14,14th place,34
ivy_stakes,15,15th place,26
ivy_stakes,16,16th place,17
ivy_stakes,17,17th place,17
ivy_stakes,18,18th place,17
january_stakes,1,1st place,2200
january_stakes,2,2nd place,880
january_stakes,3,3rd place,550
january_stakes,4,4th place,330
january_stakes,5,5th place,220
january_stakes,6,6th place,198
january_stakes,7,7th place,176
january_stakes,8,8th place,154
january_stakes,9,9th place,132
january_stakes,10,10th place,110
january_stakes,11,11th place,88
january_stakes,12,12th place,66
january_stakes,13,13th place,55
january_stakes,14,14th place,44
january_stakes,15,15th place,33
january_stakes,16,16th place,22
japan_cup,1,1st place,30000
japan_cup,2,2nd place,12000
japan_cup,3,3rd place,7500
japan_cup,4,4th place,4500
japan_cup,5,5th place,3000
japan_cup,6,6th place,2700
japan_cup,7,7th place,2400
japan_cup,8,8th place,2100
japan_cup,9,9th place,1800
japan_cup,10,10th place,1500
japan_cup,11,11th place,1200
japan_cup,12,12th place,900
japan_cup,13,13th place,750
japan_cup,14,14th place,600
japan_cup,15,15th place,450
japan_cup,16,16th place,300
japan_cup,17,17th place,300
japan_cup,18,18th place,300
japan_dirt_derby,1,1st place,4500
japan_dirt_derby,2,2nd place,1800
japan_dirt_derby,3,3rd place,1125
japan_dirt_derby,4,4th place,675
japan_dirt_derby,5,5th place,450
japan_dirt_derby,6,6th place,405
japan_dirt_derby,7,7th place,360
japan_dirt_derby,8,8th place,315
japan_dirt_derby,9,9th place,270
japan_dirt_derby,10,10th place,225
japan_dirt_derby,11,11th place,180
japan_dirt_derby,12,12th place,135
japan_dirt_derby,13,13th place,113
japan_dirt_derby,14,14th place,90
japan_dirt_derby,15,15th place,68
japan_dirt_derby,16,16th place,45
japanese_oaks,1,1st place,11000
japanese_oaks,2,2nd place,4400
japanese_oaks,3,3rd place,2750
japanese_oaks,4,4th place,1650
japanese_oaks,5,5th place,1100
japanese_oaks,6,6th place,990
japanese_oaks,7,7th place,880
japanese_oaks,8,8th place,770
japanese_oaks,9,9th place,660
japanese_oaks,10,10th place,550
japanese_oaks,11,11th place,440
japanese_oaks,12,12th place,330
japanese_oaks,13,13th place,275
